Tweet	lang
karachi aam intekhabat main pti ki jeet kay baad inter market main dollar ki qadar main 7 rupay ki kami dollar 124 rupay tak aa gaya	Mixed
lalamusapp lol khisyaani billi khambaa noche oye tuu haar gya chawlaa hunn allah kolon maafi mangg k	Roman Urdu
asmaschaudhry waseembadami asma dobara election karwana sa pti ki seatien 170 hoo jaien gaien	Roman Urdu
pesh e khidmat hai hamary aik local patwari ka iq	Mixed
pm khan pm sana20488598 hamidmirpak pti na change lana he asal punjab ma ha q k ya sb k leya misal bnana ha	Mixed
i want kahsmir from india as u said blackoutmedia shamemediashame pti imrankhan o gadhakhan	Mixed
sar kastik ha pocho yr usko main nay snapchat py msg kiay paar no reply plz ik baar msg kar ky poch lo	Mixed
aftabiqbai imrankhanpti sir mujay aapkai wo geo pai programme yad aa rahey hai aap kitney illiterate thy pmln kai	Mixed
baqi sb k bary me jo b bolo lkn pak army k bary me koi ik lfz b na boly	Mixed
hahahahahahahahaha shit a dance club in dubai or india played tabdeeli aa gayi hai yaaro and people are loving it	Mixed
aisay insan ko 21 topon ke salami jo ik ke speach mein b postivity nhi daikh ska	Mixed
m imranwasim knsi seat retain krni chahye ik ko	Mixed
talwaar khan aap k slut per aap hi ko salute	Mixed
mamo jan ki yaad aa rhi hai aaj hotay toh un ke sath jashan manata sath beth cigarette petay aur shiad is electio	Roman Urdu
nayapakistan hai isliye ghar ko naya paint krwana tou banta hai boss yehmerapakistanhai yehterapakistanhai	Roman Urdu
yarr is bndy ny pigla deaa mera primeministerimrankhan ajj sayy abhi sayyy	Mixed
gulbukhari justice uzma bukhari given the verdict 2018 main munazam dhandli balkay dhandlaa howa hay hence election are questionalbe	Mixed
nahi kasur se to pti b jeeti ha sardar asif nakai etc	Mixed
kp police1 ab views mtahir436 anooshaliakbar drzahid jan or pti ke kutto ne jo khota mara ta	Roman Urdu
shahjee609 26bride tarya dimage kharab hy jo anp ky phalya nikalya houya hyan unko to jootya maar kar dekhyo bho	Roman Urdu
chaudary saab beshuq longlifepakistan baaki yeh ppp r pti tw pakistan k saath saath chalti e rahain gi	Mixed
patwariyo ka wazir e azam pmln shehbazsharif	Roman Urdu
marvi memon ab pti join karain ge apko iqtedar k maxay lootnay ka showq hai	Mixed
mubasherlucman to kya ik nay inn ki gaaey ko mara hai kya	Roman Urdu
just wait and watch ik ke gov xyda deer tak ni chalni dosri baat punjab ma chances ab be hn pmln k	Mixed
bilawal nay b hlf uthanay ka faisla kar dya ab shahbaz sharif nay b kar dya electionresults2018	Roman Urdu
thank you imran khan ye sab sune kay liye mere kaaan taras gaye thay electionpakistan2018	Mixed
media hee ne tu tabahee muchaaee hai fake result de kar pti ko jitwaya gaya	Mixed
pmln khud dhandli krti ha ic lye ocy lagta k oc k sath be dhandali oi ha	Roman Urdu
aajkamrankhan dont want to see shobaz as cm again in punjab pti must do something	Mixed
ghauri nighat siasatpk he belongs to pml n is se ziada proof kya chaheye is k jahil hony ka primeministerimrankhan	Mixed
tera baap rafay imran khan s speech made everyone speechless imrankhan primeministerimrankhan nayapakistan	Mixed
drag wiki so called peaceful protest of anp jo awaam kisi aur party k supporter ya flag ko bardasht nai kar saktay un se aur kia umeed	Mixed
silk lodhi pakistan ka sara gandh ab pti mein shamal ho raha hai naya pakistan hai yeh jani	Roman Urdu
log is ko sach samajh ke retweet kar rahay hain	Roman Urdu
ab n league wly lotty b imran khan ko sun k pti k trf ayen gy	Roman Urdu
hahhaahha geat well done	English
talhaakhaan na239 absirfimrankhan ptielectioncampaign na239 p	Roman Urdu
komalxehra chaar din hogaye load shedding nahi hoi d nayapakistan	Mixed
imrankhanpti ko vote chahiya tha hum ne vote diya power chahiya thi power de agr ab bhi is ne kam nhi kya to inka bi wahi anjam hga	Roman Urdu
bs pti ko support kro	Mixed
mara khan pti ka umedwar behal sy pti seat sy win kr gya bhakkarpti	Mixed
punjab mein pti ki hakoomat banae gi k nahi really worried abt	Mixed
virkat aqbh5 karachi k tesults 24 hours rokay rakhay junhi punjab main khwaja asif rana saheb jeetay	Mixed
shhhuupp hahahahahahahahahahah ik hmari dosti ka start acha nahi tha aik misunderstanding ki wajah se lekin ab sab	Mixed
imran khan ne najam sethi ke mutaliq bara faisla karliya pti ppp pmln mqm ik	Roman Urdu
electionresults2018 lohay ka chanaa phir sy haar gya hai na131 sy	Mixed
tehreek e labaik pakistan tlp political wing of tehreek labbaik ya rasool allah saww got 2 191 679 22lakh 2	English
its pari sanaxaz 3000kg chandi mix thi kesy utrygi mera khud abi tak nishan pti k vote wala	Mixed
sf babar idlehousewife12 seanter sahib pppp aour pmln mil kar balwal ko pm banwa dyan balwal ki pm ki practice pe	Mixed
electionresults2018 mera imrankhanpti zinda baad pakistan painda baad allah mere watan ku madene ki riyasat bana dy ameeen	Mixed
fatimalaeeque anasstacius abdullahmajeed huzaifarafiq zameermaan yar plz asey gaaliyan mat dy yeh loag hamari issi cheez ko use k	Mixed
sher ab jangle main wapas baag gaya hai	Roman Urdu
nashay me kiya tha kia wada president huh	Mixed
pti n mqmp joining in central hahahahahahaah karachi walon ko imrankhanpti n ptiofficial ne bhi dhoka dedia tabdeeli aai ray	Mixed
ptiofficial imrankhanpti un logo ka dard smjhne ki zrurat hai jinhe pti ki khatir amir liaquat ko vote dena prha	Roman Urdu
oh bhai hamara lahore hum pti ko dain ya pmln ko hamari marzi ok aapko kya	Roman Urdu
colorstv ik number ka beghairat ehsaan faramosh aur sabse bada wala manhoos channel hai kaash naagin3 zee per hota	Roman Urdu
hinaparvezbutt hahahahahahahahahahahahahahah what a joke pti zindabad	Mixed
haan ik will try k zyada sawaal na puchu p	Roman Urdu
baby bhutto lyari say bhi har gya pti candidate say lol	Mixed
tareekh gawah hai jab imran khan 92 ka final khail raha tha jahangir tareen tab b pti k lye bandy ikhaty kar raha tha	Roman Urdu
chalo jee isi ki qasar thee bas	Roman Urdu
murtazaviews donations kyu nehi le rhe wese jese shkm ke liye akhata kiye the wese hi karze khatam krne ke liye bhi	Mixed
jee haan maza ata hai pmln waluun ko khapanay ka ajkal wawa phaaye aye dy nay	Roman Urdu
karachi ex governer sindh m zubair ki mqm wafad se mulaqat sath chalnay ki peshkash pti ke jahangir tareen bi aaj mqm se mulaqat karengy	Roman Urdu
qominews qaumi assembly k 267 halqon k sarkari nataij jari pti 115 pml n 64 ppp 43 mma 13 azad 13 mqm 6 pml q 4 gda 2 bnp 2 anp 1 a	Roman Urdu
hm say tu ik acha raha	Roman Urdu
sadafubaidkhan zainikakakhel gulaloyousafzai ik hum sahar sahar dasi kaye jinay charta dollar ya gold kar	Mixed
burnol mqm k guttkay	Roman Urdu
saarey mqm walon ko utha lo	Roman Urdu
pmln waly halqon ki dobara ginti krwaty krwaty saara election e dobara krwana chahty hen	Mixed
mashllah shair hmesha shair e hota h bhai pti walo ko okat dikha d k nachny ganny waly kbhi us halky mn hkumt nh chla skty	Roman Urdu
imrankhan nay aaj qaum say bhtt say vaaday kiye pr ye vaada nahi kia k mai aaj kay bad nasha nahi kruga na e party	Mixed
haq to pmln ka banta hy us ki numbering ziada hy lekin independent members ka faisla btay ga	Mixed
lahore punjab assembly mein pti ni numbers mukamal karlye pti ko 149 members ki himayat pti tarjuman rp rizwan zebo help 03067955155	Mixed
agr imran khan ne punjab me pml n ki government bnay di to ye imran khan ki iqtadaar me anay kay bad phli siyaasi	Mixed
ji bilkul 24 july tak wala india nawaz sharif tha 26 july wala india woh tha jo pakistan ko affct kerraha tha b	Mixed
shukar hai pti ne ppp ko shamil nhi kiya	Roman Urdu
nine zero se b pti jeet ge hy na254	Mixed
g ye koshish to aap pehly bhi kr chukey hein jab pmln k karkuno ko unky gharoon se utha liya gya	Roman Urdu
sir marasi jitnee marzi tuaba kar lay dhool bajay tuu uss kaa thumkaa nikaal jaata hai pti is an opposition party	Mixed
pir shiekh rasheed kisa rahi ga yi be nahe to koe r hoga likn pti ka govt hoge punjab mi ia	Roman Urdu
facebook what s on your mind me naya pakistan nayapakistan	Mixed
14 21 seats in karachi kaha tha na zinda ha muhajir zinda ha pti me muhajir zinda ha arsalanghumman fsnaqvi	Roman Urdu
5 seats hali honi hain pti ki 1 q league ki	Roman Urdu
imrankhan is mulk ka pehla pm hy jo bina qatal aur badmashi kary politics mai aya aur pm bana	Mixed
teri dash mein bohat ungli hei apnay aka nawaz sharif kay baray mein ka kiya kiyaal hein jub history likhi jaye gi	Mixed
islamabad ppp ka pmln or digar jamaton k sath wifaq me hukomat bananay se inkar ayaz sadiq ka chief ec par janibdari ka ilzam istifa ka mu	Mixed
haroon natamam jo ab munafikat kar raha hai woh cm ban kaay kia kar saktah hai sub jaan saktay hai ab toh pti workers ko	Mixed
winner mpa sargodha pp 72 pmln sohaib bharat pp 73 pmln yasir sandho pp 74 pmln manazir pp 75 pti muneeb cheema pp 76 pti faisal cheema	Mixed
ab jungle se sher khud aa k shahbaz sharif k samnay hath jorain ge k phai khuda da naa jayy assan da naa laina ch	Roman Urdu
pmln journalost rn imran khan kash aap hamare walid hotay	Mixed
najamsethi saab apka kya hoga kaliyaaa nayapakistan primeministerimrankhan nopurchiwillstay	Mixed
kia aap bhool gayay lateefabad k makaano sai kis tarhan tehreek utthi kash liaqatabad azizabad ki seat haar kar kuch tu sharam ajayay dfsmqm kamranakhtermqm	Roman Urdu
hamza59475309 lolz ye sb pti ki soch hai hmari nahi	Roman Urdu
suna hay pti ne mqm se raabte karna shuru kardiye hay or ppp se bhi u turn pe u turn	Roman Urdu
saim riz sharam nahi aaee mohajiroun ko abidi bhai k miqablay mein ik ko vote diya	Roman Urdu
yeh smj rha ha esay gonglu lifafa bnd ni kry ga us ny ik paisa ni daina isko apni jaib sy yh hmary tax ky paisu se ker raha hai	Roman Urdu
hhahahahahahahahah lmao pehli baar itna serious lag raha hai ik	Mixed
mmapak557 khsaad rafique shahbaz sharif sb karachi ka halqa ki re counting karwa chuka ha 200 vote pti ka zayada ho ga tha	Roman Urdu
sir ya mashwara 2014 man data jab ik sab islamabad lock kar ka bata tha	Mixed
imran khan 4 halqay kholny ka 2 saal kehta rha 124 din dharna diya tb ja k kuch bna aaj ecp ne 26 halqon ki	Roman Urdu
yar he s a true inspiration jee btaye aur kiya kiya nai karsakta imrankhan	Mixed
yrsudhar jao bhai ye fakenews kyon ura rahy ho naye pakistan m bhata khoro khalye chiny waly zakat fitra lotny wal	Mixed
punjab assembly se jeetny walay 4 azad arkan ka pti may shamoliyat ka faisla	Roman Urdu
aab pata chal raha hai 1947 mae log kaisa feel kar rahay hongy jab unko pakistan mila hoga nayapakistan	Mixed
sajidalanghapti is lye to aese logon pr aj tak pmln wale hakomat karte the jahil khuta khane wale logon pr	Roman Urdu
abuturab jhotay kay ser singh nahi hotay	Roman Urdu
udarofficial log kehty hain k elections one year k bad again hngy	Mixed
mqm crying for rigging i can die in peace now i ve seen everything in life	English
iffiviews na ki 3 seats ppp ko meli 2 seats pti ko 1 seats azaad ko meli aur pp ki 2 seats pmln aur 1 seat azaad	Roman Urdu
kea haq banta hae kis baat ka haq kea kuch nhi kea us nae pmln ke government kae sath	Mixed
ik ka just 600 sy jeetna saad rafiq ki bohat bari jeet hy	Mixed
islamabad imrankhan ka mumtazbhutto ko telephone islamabad bula lya mumtazbhutto ko governor sindh ki zimaidari diye janay ka imkan	Mixed
anp walo tum logo ko sharam ayni chiya pak army zindabad we love pak army	Mixed
mi bi pti wla hone mujy q follow kiya	Roman Urdu
ye wohi randi rona h jo pti ny dala tha 2k13 ma tumha yaad ho k naa yaad ho	Roman Urdu
punjab mai pti ny hakomat na banyi tu beshak doodh aur shahat ke nahraye b baha daye pti zero hou gai punjab is important	Mixed
pmln walo ajj tum logon ko dhandli kasy yad aya ka tum pmln waly sab k sab harr gayeh es leyeh 2013 mai tum logon	Roman Urdu
results pk 97 dikhan iii ali amin pti 31 084 qayum hisam ppp 14 623 pk 98 dikhan iv kulachi lutfurrehman mma 19 808 fakhrullah 18 842	Mixed
wajih sani yeh mqm ka saabiqa record ki wajah say	Mixed
iamhamzaabbasi jitna sukoon ha na sirf is khayal main he thay pmln is no more wo kahein nahein thank u imrankhan	Mixed
ik ka mubarak kadamon nai dollar ka rate kam kardia naya pakistan	Roman Urdu
ik ka faisla sb qabol krengy ni to pk khud kpk se har jyga like molana desiel jo 20 mpa nikal kr bhi kpk me fresh 65 mpa la skta os k faislon pe koi kch ni bolega	Roman Urdu
ali muhammadpti ptiofficial ali muammad sahib mere taraf se tamam pti walo ko mubarakbaad	Roman Urdu
ch nisar to join pti	English
lagta hai dimagh kharab hogaya hai sadiq ko pti join kiye hue 2mahine bhi nahi hue honge	Roman Urdu
iamowaisnoorani kdastgirkhan tamam channels reality dheka rahay nab nay corrupt ko pakra shadat pti kee bhee hoee hai dhamako say pti kee compain kharab hoee hai itnee bura tarha har kar bhee sharam nahin app looggon ko	Mixed
pti gda ko sath lene ka faisala fameeda mirza ko wafaqi wazir our dr zulfqar mirza ko governer banane ka faisla	Roman Urdu
khsaad rafique ab imran niazi ko waday poray karne do kia podrri kia pooidrrii ka wada pti waley sub ulooooo	Roman Urdu
imrankhanpti khan sahab karen gy nai humen ni pta lekin pti ka har karkun pat walon ka dil sy shukriya ada krta hy	Roman Urdu
hm ne pm to baadal dia ab apni sooch bhi badalni hai nayapakistan electionresults2018	Roman Urdu
imrankhanpti mqmp ke saath alliance karna karchi ke voters supporters ki toheen hai aik aur u turn	Mixed
sab taaj uchaaley jaayenge sab takht giraaey jayyenge electionresults2018	Mixed
ayeshaijazkhan benazir ko bani banai party mil gai thi baap k naam pe ik ground level se utha hai	Mixed
yes tabbhy polling agents ko nikal kar pti ko andar rehne dia gya abhy tak delay hai	Mixed
anum elahi amir kiyani na 61 105000 votes pmln got 60k votes pindi slaps you pmln pmln org thankyou rawalpindi you proved to be smart	Mixed
ali muhammadpti proud of you sir liken jo aj pak army ky khilaf awazi nikali hy anp walo ni bohut takleef howa dil ko	Mixed
ik ne teen teen ko jhela feku ek ko bhi nahi sambhaal paaya	Roman Urdu
stouryani1 bushragohar bhai aap pti ko kion bhool jatay hain in logon ne bhee tou pakhtoon qoum parasti ko use kiya	Roman Urdu
awwwwwww kitnee gham mein ho about pmln loosing	Mixed
geonews urdu khwaja saad rafique abid sheri ali rana sanaullah b pti se he ha	Mixed
jab koi payar se na samjhay to phir marta kam ghasseeet ta zayaada he pmimrankhan imrankhan	Mixed
apna saman band kar k rakh lain bhai log ho sakta ha 12 baje tak hum new pakistan me shift ho jaen geo imran khan pti zindabad	Mixed
siyasat alag chex hai alhamdulillah hum ne pti ka sath b diya hai	Roman Urdu
struggle ki maaa bhn ik kardi isne	Mixed
apni chairman ship bachao sab g	Mixed
karachi update new dehli bharat me intiha pasand hindu tanzeemo ka pti k imran khan k aane pr matam nawazsharif bani mqm k haq main	Mixed
haiderkabbasi wtf dharna do ye beghairt pti or khalai makhlooq ko expose kro kutay ka bacha imran speech may	Mixed
rehamkhan1 jo kahty thy imran khan ny youngsters ko ticket ni diye imran khan proude of you	Mixed
imran khan ki ajj ke ye speech nawaz shareef ke sari zindagi ke speecho se behtar hy primeministerimrankhan	Mixed
pata nahii k ik k sath kamry m jahangeer tareen q tha	Roman Urdu
khawaja asif ar rana sana ullah jeet gay hain ab be pmln kahy gi ke dhandli hui hai	Roman Urdu
bhae ab wo pti ka chairman imran nae raha na he is pm of pak tu logo k btana hoga k bhae ab hr jagah tumhari zarurat nahe	Mixed
dr yasminrashid madam yasmeen ap recounting karwa lay na125 sa ap kal hi application file karay	Mixed
pmln ko vote 2013 jitny pary lekn imrankhanpti ko dugni jali vote sy jatva dya gya imran jhoot bol kr b pmln ka vote bank ni tor saka	Mixed
jabraafridian10 bhai bnane do ham b aap k sath hain lekin aise ni jaise bare bhai se aadhi roti le k chote ko de	Roman Urdu
suna hai ayesha gulalai ko 30 votes mil gaye jo ziada ter us ki family relatives ke thay family ya to bohat chhoti hai ya vote ni mile	Roman Urdu
swat pk9 pti win swat pk5 pti win swat pk2 pti win swat pk3 pti win swat pk8 pti win swabi na18 asad qaiser 58251 kamyab fazal ali mma 25118	Mixed
main pakistan ko aik qom bana donga imrankhanpti pathan punjabi muhajir sindhi baloch saraiki all voted	Mixed
new pakistan k pehle jummah ki namaz reh gae kiya ye govt mujhe qabool karegi nayapakistan	Mixed
meray pm ka khitab imrankhan primeminister	Mixed
insafpk to kal agar modi ik kai baray main kahay k ik to jigre dost hai apna to phir modi k baat maan lain kai ik uska jigre yaar hai	Roman Urdu
lakki mma k munawar khan 25242 votes lekar kamyab pti k johar muhammad 21795 votes k sath dosry number pr rahy	Roman Urdu
is duniya me laantiyo ki bilkul kami nhi a mediocre by brain check a nahoosat on her face nayapakistan	Mixed
ptiofficial pakistan ki taqdeer badalne nahi ja rahi balki badal chuki hai real lion ik has come pakistan zindabaad	Mixed
samaviyab congratulations to pakistan alhamdullilah our next pm absirfimrankhan	English
n league k liye humara criteria hai k kisi nabzada ko koi post nahi mili chahiye pr yehi criteria pti k liye nahi hai	Mixed
saadi1052 is dafa bhut se lotay pti ke har gae hen	Roman Urdu
rana sanaullah k harnay pe sirf pti walay nai pmln walay bhi khush hain	Roman Urdu
pti kay mukhlis workers	Roman Urdu
yhaan poora mulk pighal gya electionpakistan2018 imrankhan	Mixed
nayapakistan maii minar e pakistan ki ek aur manzil tameer ki jay gi	Roman Urdu
umairiat pmln sialkot na seats 5 5 alhumdulilah	Mixed
sanjhinewsjcd city jcd men kisi bhi kisam ki bhata khori badmashi lotmar bardasht nahi ki jayegi apni shikayat abro house tak pohnchae	Mixed
samaatv mqm jaisi lanat umat e muslima par is khi main dusri nahi ayee	Roman Urdu
